,score
178,556.3621
179,551.13513
180,552.4375
181,550.15625
182,552.15137
183,552.5105
184,557.97754
185,550.0489
186,552.57635
187,550.99396
188,545.1807
189,556.95953
190,554.52954
191,547.75244
192,556.8079
193,556.3621
194,548.57764
195,544.0796
196,556.13806
197,552.12085
198,544.8579
199,546.5943
200,536.0847
201,546.8306
202,539.8339
203,544.12964
204,556.0872
205,556.3621
206,517.91016
207,557.724
208,552.68024
209,552.4533
210,555.02686
211,542.70776
212,538.047
213,557.15186
214,545.5688
215,558.1162
216,551.7113
217,546.7743
218,544.5526
219,558.13525
220,550.1922
221,558.13525
222,539.64105
223,552.3072
224,553.6599
225,557.0083
226,548.79584
227,554.311
228,554.84436
229,557.86743
230,520.71436
231,554.06494
232,544.1576
233,530.4287
234,551.1132
235,547.44995
236,556.0414
237,551.4115
238,550.70685
239,554.38794
240,547.2992
241,554.4507
242,556.68726
243,556.3621
244,531.4278
245,556.1891
246,557.09467
247,552.34814
248,550.4761
249,553.09125
250,544.5803
251,556.06067
252,551.11
253,543.9528
254,551.871
255,549.12946
256,519.9105
257,548.9865
258,549.4954
259,555.34106
260,555.0004
261,554.7035
262,558.13525
263,549.7881
264,547.7959
265,552.34814
266,547.117
267,554.077
268,556.9035
269,555.38214
270,551.7641
271,557.0417
272,542.9943
273,555.1528
274,556.0338
275,552.34814
276,540.52606
277,533.4078
278,556.6799
279,555.9435
280,555.5031
281,550.053
282,537.0531
283,552.88495
284,537.90375
285,556.0281
286,543.1048
287,553.09125
288,544.27057
289,552.33234
290,558.13525
291,550.4105
292,558.13525
293,544.9912
294,554.1929
295,546.99927
296,549.4789
297,555.53876
298,539.8199
299,548.75757
300,557.7498
301,549.44885
302,541.4369
303,550.70685
304,540.5686
305,558.13525
306,547.5674
307,548.39246
308,556.1212
309,557.9546
310,533.2486
311,550.9044
312,554.9684
313,555.8866
314,557.0083
315,551.33875
316,537.3859
317,554.3512
318,533.018
319,551.8212
320,549.7881
321,546.5943
322,544.54016
323,537.7696
324,553.09125
325,542.44055
326,548.5598
327,545.3587
328,552.2145
329,540.83453
330,545.02386
331,555.8866
332,556.13806
333,544.0302
334,495.77243
335,558.13525
336,548.6791
337,548.9965
338,558.13525
339,548.7161
340,550.4814
341,534.26263
342,549.0193
343,557.5247
344,552.94806
345,548.4751
346,553.2217
347,558.13525
348,542.77594
349,551.11
350,551.6065
351,549.881
352,557.5247
353,555.32263
354,552.3965
355,543.42267
356,555.0971
357,531.1479
358,549.384
359,552.963
360,556.01025
361,557.8599
362,550.493
363,557.10974
364,546.31665
365,546.8807
366,542.33484
367,553.73267
368,555.27637
369,553.8722
370,555.1613
371,557.0083
372,550.3242
373,555.7412
374,541.35144
375,555.4448
376,552.98193
377,557.7498
378,552.03644
379,553.5937
380,547.69336
381,553.4864
382,552.27014
383,555.1024
384,552.57635
385,552.59344
386,546.80615
387,513.8178
388,553.39685
389,555.7412
390,551.5369
391,534.0357
392,545.81244
393,554.5746
394,547.43365
395,548.2088
396,557.0952
397,552.4375
398,558.13525
399,554.82306
400,536.7781
401,551.6348
402,546.21783
403,551.66266
404,557.0083
405,557.43964
406,546.90564
407,553.07684
408,557.2318
409,557.28357
410,552.34814
411,527.86273
412,518.99335
413,527.34216
414,544.3789
415,546.6376
416,540.8349
417,549.8002
418,551.6056
419,557.4487
420,552.04785
421,544.48145
422,555.0971
423,529.92865
424,555.9425
425,550.2789
426,545.75854
427,550.6849
428,551.13257
429,530.4292
430,545.0709
431,558.13525
432,552.9751
433,540.09106
434,554.84735
435,557.43964
436,547.8678
437,547.31714
438,546.14386
439,557.7498
440,544.2586
441,550.44714
442,557.10974
443,544.01465
444,550.88605
445,552.4375
446,547.6738
447,557.92523
448,552.7586
449,551.5027
450,535.8802
451,555.9932
452,556.73376
453,541.49493
454,541.8285
455,557.7498
456,555.00305
457,540.0887
458,530.8587
459,556.85754
460,551.51587
461,543.0727
462,530.3316
463,549.333
464,557.28357
465,553.09125
466,551.8212
467,547.2191
468,552.53723
469,546.63916
470,511.81296
471,548.5211
472,548.8378
473,542.0047
474,533.40247
475,545.1983
476,519.1835
477,557.28357
478,552.075
479,551.22705
480,557.28357
481,552.90375
482,549.4386
483,552.4375
484,549.4954
485,550.87036
486,549.52856
487,527.438
488,550.2789
489,551.13513
490,544.54016
491,553.0045
492,556.8954
493,552.34814
494,555.8773
495,552.9773
496,542.26917
497,546.9348
498,548.8864
499,555.44507
500,535.46735
501,557.5714
502,551.61206
503,531.19037
504,555.4966
505,532.0541
506,552.4375
507,556.8228
508,551.126
509,550.9703
510,558.13525
511,547.1557
512,543.7654
513,552.12085
514,547.7862
515,552.7586
516,552.7359
517,552.7888
518,556.1011
519,536.94904
520,556.15265
521,554.76263
522,535.85974
523,556.6799
524,547.3526
525,551.0735
526,551.9299
527,558.13525
528,548.45337
529,556.3621
530,556.6799
531,553.09125
532,547.00757
533,555.776
534,548.8714
535,548.7161
536,555.7412
537,554.4507
538,556.3621
539,557.8599
540,553.09125
541,557.43964
542,546.14386
543,544.9651
544,548.544
545,535.2693
546,547.7436
547,554.4658
548,553.09125
549,558.13525
550,553.50055
551,549.1234
552,547.23425
553,538.80896
554,555.7482
555,552.4375
556,557.92523
557,546.5207
558,555.7028
559,546.0004
560,553.09125
561,550.4814
562,547.44995
563,551.2168
564,550.39197
565,557.021
566,556.01025
567,557.8599
568,556.8228
569,548.3459
570,556.0289
571,531.7072
572,556.3807
573,553.6817
574,553.09125
575,547.461
576,554.84735
577,551.9299
578,549.887
579,547.39087
580,545.5297
581,551.6503
582,515.2085
583,554.3789
584,535.97217
585,546.5999
586,554.0861
587,550.9681
588,552.4533
589,552.57635
590,547.43445
591,545.3806
592,542.85126
593,556.44336
594,543.2208
595,553.09125
596,556.95953
597,542.8188
598,548.9032
599,556.71106
600,556.01025
601,542.2104
602,552.1546
603,550.6849
604,552.2145
605,549.0762
606,553.7167
607,551.66284
608,558.0251
609,552.34814
610,530.153
611,556.56195
612,558.1162
613,551.026
614,558.0251
615,548.8254
616,555.4167
617,558.1162
618,552.18164
619,546.08887
620,553.1271
621,548.53595
622,547.9578
623,540.426
624,546.252
625,548.5656
626,557.8599
627,548.6919
628,547.82
629,531.27594
630,554.55304
631,554.479
632,550.81885
633,549.34314
634,553.09125
635,488.19452
636,551.663
637,549.83154
638,555.0825
639,557.50586
640,543.8919
641,552.7586
642,549.9267
643,543.46497
644,552.4375
645,540.48096
646,531.2377
647,539.8669
648,555.2533
649,557.10974
650,553.09125
651,546.4482
652,551.1095
653,549.63666
654,555.5324
655,551.99554
656,522.3139
657,552.53723
658,536.86914
659,556.7362
660,555.01025
661,545.13525
662,549.60187
663,536.21136
664,530.71075
665,555.0643
666,551.7269
667,555.77374
668,552.90375
669,540.94305
670,547.1779
671,552.7164
672,557.724
673,552.044
674,547.0114
675,555.187
676,552.4131
677,548.4111
678,544.8388
679,543.4631
680,550.6849
681,548.8977
682,537.82477
683,549.97754
684,554.9359
685,534.67773
686,549.9974
687,556.8765
688,554.3842
689,555.8435
690,549.69556
691,558.1162
692,550.7272
693,548.45337
694,554.4342
695,558.13525
696,532.8924
697,558.13525
698,558.13525
699,552.7481
700,544.89636
701,549.20544
702,556.3621
703,550.2223
704,553.6409
705,531.62036
706,556.8228
707,556.3621
708,544.98444
709,554.5845
710,555.62524
711,544.3292
712,546.9982
713,550.62164
714,557.0083
715,545.99005
716,555.179
717,554.7336
718,550.9681
719,542.5578
720,551.0198
721,556.3621
722,557.4146
723,544.919
724,547.44995
725,556.2881
726,549.04974
727,552.14624
728,549.7881
729,556.2687
730,546.94653
731,552.02234
732,544.50146
733,552.0938
734,552.34814
735,551.6039
736,546.13904
737,530.04346
738,556.01025
739,553.6801
740,522.2078
741,538.0245
742,552.6963
743,557.7812
744,553.5021
745,552.90375
746,555.7527
747,553.1118
748,542.0076
749,556.44006
750,552.34814
751,551.71985
752,550.8212
753,554.9591
754,530.22644
755,544.6823
756,557.50586
757,549.10114
758,551.99554
759,552.4358
760,558.13525
761,544.49945
762,550.8328
763,546.08887
764,551.1963
765,558.1162
766,553.14746
767,547.66486
768,555.77374
769,489.63055
770,555.5268
771,547.8134
772,544.8388
773,556.44006
774,540.67004
775,556.0414
776,535.01764
777,548.4562
778,558.13525
779,557.50586
780,553.60504
781,542.84247
782,557.73346
783,545.6523
784,556.71106
785,547.72107
786,555.8289
787,552.19196
788,549.85266
789,553.476
790,553.4832
791,553.5327
792,557.8599
793,551.27875
794,546.0435
795,556.44006
796,542.62317
797,545.2606
798,550.2427
799,557.31323
800,552.04785
801,553.52893
802,547.9603
803,552.71466
804,548.8616
805,539.36914
806,550.81885
807,546.2002
808,546.9982
809,551.6397
810,557.50586
811,526.73486
812,545.25867
813,535.29486
814,548.57764
815,554.38385
816,554.9707
817,548.7808
818,552.2145
819,554.077
820,552.07135
821,554.9968
822,557.10974
823,520.0584
824,558.0251
825,551.41504
826,553.09125
827,551.4431
828,557.28357
829,553.18585
830,548.33636
831,546.3775
832,551.33014
833,546.6443
834,546.3377
835,554.5845
836,548.4782
837,552.4375
838,548.0021
839,548.7161
840,549.4954
841,556.44006
842,545.5688
843,551.077
844,553.09125
845,547.621
846,552.5849
847,557.724
848,550.39087
849,556.71106
850,553.5673
851,550.3034
852,533.3508
853,556.3621
854,538.1555
855,548.8793
856,557.8599
857,551.6782
858,552.9111
859,556.01025
860,538.8399
861,503.2079
862,550.78015
863,550.5835
864,544.4866
865,555.77374
866,532.74817
867,549.4789
868,547.6091
869,548.0629
870,541.814
871,553.721
872,520.0187
873,548.91046
874,552.90375
875,552.6963
876,551.3363
877,556.01025
878,534.5503
879,551.2762
880,557.37
881,556.39014
882,552.4131
883,541.18054
884,558.1162
885,557.28357
886,551.05615
887,553.09125
888,552.88324
889,555.7412
890,549.1539
891,540.87225
892,558.13525
893,553.09125
894,554.73816
895,548.8864
896,556.1528
897,553.09125
898,557.8599
899,557.6139
900,546.8481
901,556.30023
902,558.13525
903,550.7272
904,546.5999
905,544.8637
906,553.14966
907,554.53314
908,553.9717
909,544.6918
910,532.9433
911,551.6472
912,552.8158
913,557.10974
914,556.69855
915,553.50055
916,555.6377
917,553.5133
918,530.024
919,557.7022
920,556.71106
921,553.09125
922,554.95557
923,555.8994
924,546.91034
925,555.7028
926,545.56506
927,548.3749
928,558.0251
929,555.34106
930,543.5699
931,555.8289
932,552.4375
933,553.09125
934,552.32416
935,545.9841
936,558.13525
937,544.0275
938,529.2591
939,558.13525
940,555.53046
941,555.7527
942,545.8704
943,549.5037
944,558.13525
945,552.4533
946,520.86475
947,524.28485
948,557.0083
949,540.9724
950,530.30743
951,548.7577
952,548.48816
953,546.923
954,557.7498
955,554.4507
956,537.35864
957,550.07764
958,556.44006
959,553.09125
960,544.262
961,556.3621
962,548.8714
963,547.34564
964,551.91113
965,545.7084
966,556.7664
967,553.9386
968,550.7679
969,547.45856
970,547.7789
971,554.518
972,541.54285
973,556.56647
974,545.5044
975,551.26166
976,526.1622
977,554.1457
978,556.01025
979,547.9578
980,556.5338
981,553.1371
982,545.1336
983,554.3131
984,549.69556
985,556.69775
986,555.34106
987,550.86536
988,555.06274
989,546.8721
990,553.09357
991,558.13525
992,550.92035
993,549.3686
994,555.4451
995,528.64264
996,557.342
997,555.7833
998,543.8177
999,555.257
1000,546.5326
1001,547.62335
1002,552.57635
1003,558.13525
1004,550.6651
1005,549.7881
1006,549.6526
1007,553.2789
1008,553.09125
1009,557.1474
1010,554.86176
1011,537.4762
1012,548.57764
1013,536.2225
1014,550.9706
1015,551.1145
1016,552.04785
1017,557.10974
1018,529.8862
1019,558.13525
1020,546.6102
1021,558.13525
1022,549.887
1023,545.1213
1024,544.5326
1025,553.80646
1026,558.13525
1027,553.09125
1028,556.6121
1029,548.8714
1030,548.70135
1031,541.7518
1032,548.45337
1033,557.8599
1034,557.37946
1035,553.614
1036,548.62665
1037,551.41504
1038,556.24414
1039,557.5064
1040,555.4451
1041,549.96075
1042,557.3531
1043,549.887
1044,557.10974
1045,548.5399
1046,549.5793
1047,558.0251
1048,549.5037
1049,548.42456
1050,555.7137
1051,550.6849
1052,558.1162
1053,527.58984
1054,555.7482
1055,546.7672
1056,523.7218
1057,556.581
1058,550.9764
1059,558.0251
1060,538.0128
1061,548.0102
1062,550.5624
1063,556.44006
1064,551.1132
1065,537.252
1066,513.9704
1067,544.1368
1068,557.10974
1069,544.4956
1070,557.8599
1071,547.99225
1072,538.0792
1073,556.2084
1074,557.4487
1075,556.8724
1076,547.6486
1077,548.4111
1078,550.24084
1079,557.50586
1080,551.41296
1081,550.05835
1082,555.7482
1083,547.9854
1084,556.01025
1085,552.92065
1086,557.7927
1087,542.7405
1088,544.2586
1089,552.075
1090,544.2586
1091,556.1011
1092,556.2084
1093,553.09125
1094,558.13525
1095,547.1158
1096,555.9053
1097,529.84393
1098,534.0219
1099,551.3875
1100,545.97876
1101,549.4954
1102,554.1061
1103,556.01025
1104,557.5247
1105,553.87036
1106,539.7174
1107,548.57764
1108,527.15906
1109,550.1503
1110,554.4507
1111,548.154
1112,531.80597
1113,537.60657
1114,552.34814
1115,554.3055
1116,547.32
1117,544.9864
1118,552.1546
1119,558.13525
1120,551.41504
1121,555.8878
1122,556.5971
1123,554.84735
1124,539.0327
1125,548.74963
1126,536.56665
1127,550.09296
1128,542.49963
1129,554.7381
1130,551.51965
1131,551.30597
1132,552.4375
1133,551.64325
1134,553.09125
1135,548.4111
1136,557.7498
1137,556.1212
1138,552.0913
1139,539.35114
1140,550.9586
1141,550.70685
1142,548.8616
1143,550.92816
1144,535.3315
1145,558.1162
1146,545.6372
1147,552.18164
1148,556.10974
1149,553.9018
1150,522.4319
1151,536.2319
1152,543.9132
1153,553.73267
1154,545.6372
1155,551.11
1156,550.9605
1157,555.30817
1158,550.25934
1159,557.7498
1160,552.39764
1161,550.92944
1162,557.3386
1163,553.09125
1164,548.0673
1165,553.09125
1166,548.8977
1167,541.1615
1168,557.7812
1169,550.3568
1170,542.9113
1171,552.4375
1172,557.6322
1173,557.17065
1174,533.75946
1175,545.4341
1176,548.86725
1177,550.6737
1178,558.1162
1179,543.19763
1180,555.44916
1181,534.87354
1182,550.39197
1183,549.4427
1184,557.10974
1185,554.4717
1186,551.663
1187,557.86743
1188,557.4487
1189,557.5064
1190,550.87427
1191,557.8599
1192,551.13513
1193,558.1162
1194,555.7527
1195,547.53546
1196,556.01025
1197,556.01514
1198,558.13525
1199,544.33734
1200,553.09125
1201,555.0173
1202,550.86536
1203,551.6782
1204,529.63367
1205,532.31006
1206,549.83923
1207,550.4533
1208,539.79614
1209,556.8228
1210,552.04785
1211,551.1132
1212,527.4163
1213,553.09125
1214,549.4954
1215,558.13525
1216,556.3621
1217,548.9779
1218,551.5021
1219,556.20013
1220,555.1243
1221,557.10974
1222,551.51965
1223,549.3581
1224,552.57635
1225,554.45654
1226,549.0511
1227,557.4613
1228,556.8765
1229,538.8628
1230,555.4802
1231,531.19037
1232,553.1367
1233,555.7412
1234,545.78937
1235,547.83606
1236,556.7664
1237,546.5999
1238,552.7359
1239,558.1162
1240,556.01025
1241,552.4375
1242,548.5246
1243,556.94446
1244,542.0591
1245,556.57947
1246,555.53876
1247,548.7408
1248,556.7978
1249,552.7301
1250,556.6121
1251,543.2342
1252,549.1539
1253,555.13226
1254,532.5479
1255,557.50586
1256,555.1024
1257,528.6321
1258,552.32416
1259,554.54565
1260,549.8417
1261,542.33484
1262,544.9651
1263,549.0688
1264,550.87427
1265,552.7164
1266,544.9626
1267,535.3905
1268,547.16833
1269,544.2586
1270,551.4115
1271,558.13525
1272,557.1393
1273,557.1697
1274,554.3373
1275,544.9864
1276,557.7812
1277,537.7696
1278,556.44006
1279,555.77374
1280,549.3336
1281,553.0151
1282,553.09125
1283,550.18146
1284,553.09125
1285,557.4632
1286,547.23425
1287,547.9603
1288,537.39136
1289,542.41077
1290,551.0856
1291,553.06067
1292,553.09125
1293,543.1275
1294,555.26587
1295,546.8606
1296,547.4519
1297,528.5993
1298,549.4108
1299,537.8696
1300,553.09125
1301,551.6234
1302,549.1539
1303,556.1212
1304,556.7501
1305,552.04785
1306,552.53723
1307,546.3779
1308,555.32153
1309,556.9096
1310,522.59784
1311,546.3882
1312,549.10767
1313,552.34814
1314,542.7747
1315,539.69495
1316,550.5799
1317,544.2586
1318,550.14764
1319,557.8117
1320,545.16016
1321,555.7028
1322,551.0589
1323,551.9639
1324,523.4343
1325,553.09125
1326,540.7625
1327,556.44006
1328,548.0955
1329,557.7498
1330,549.3969
1331,556.85547
1332,551.1144
1333,538.46533
1334,556.2313
1335,552.4375
1336,550.7272
1337,556.6121
1338,527.29407
1339,552.90375
1340,543.7274
1341,549.4108
1342,546.4501
1343,557.4297
1344,552.57635
1345,538.5647
1346,552.7586
1347,542.7132
1348,516.03394
1349,556.78625
1350,552.7164
1351,552.996
1352,551.297
1353,553.013
1354,551.297
1355,556.816
1356,557.8599
1357,551.33875
1358,531.2326
1359,547.69495
1360,546.4097
1361,548.5598
1362,558.13525
1363,548.49615
1364,540.2219
1365,556.44006
1366,553.09125
1367,552.4375
1368,547.63354
1369,550.7679
1370,555.59827
1371,546.4341
1372,556.31647
1373,555.7412
1374,555.4451
1375,553.09125
1376,549.44885
1377,547.7077
1378,552.34814
1379,549.39154
1380,546.69617
1381,555.7412
1382,553.09125
1383,556.44006
1384,554.47614
1385,543.28754
1386,546.88586
1387,548.5136
1388,552.3596
1389,553.09125
1390,547.00836
1391,545.32544
1392,552.72577
1393,550.98145
1394,552.2304
1395,554.3789
1396,547.6064
1397,546.3775
1398,552.3276
1399,556.8765
1400,550.15094
1401,558.13525
1402,555.27637
1403,549.9054
1404,552.12085
1405,552.1546
1406,557.8599
1407,532.63153
1408,550.2147
1409,548.99963
1410,551.4473
1411,551.0833
1412,558.13525
1413,548.15094
1414,550.92944
1415,549.1403
1416,552.3596
1417,555.4802
1418,557.8599
1419,548.1525
1420,547.9447
1421,555.408
1422,549.4789
1423,552.4375
1424,557.62335
1425,557.02844
1426,547.604
1427,553.09125
1428,549.7881
1429,554.69196
1430,539.918
1431,552.7359
1432,552.00934
1433,552.1913
1434,553.50055
1435,544.88635
1436,543.2208
1437,554.9591
1438,550.5685
1439,545.16425
1440,553.00903
1441,544.2586
1442,557.73346
1443,558.13525
1444,556.4211
1445,558.0251
1446,546.99927
1447,556.85547
1448,557.44666
1449,553.27704
1450,547.99725
1451,544.7628
1452,543.357
1453,552.64404
1454,550.542
1455,548.08746
1456,557.43964
1457,557.7498
1458,537.2854
1459,552.2108
1460,555.25854
1461,554.36523
1462,553.2069
1463,552.18164
1464,548.4111
1465,547.6529
1466,553.1271
1467,556.3621
1468,555.9425
1469,556.47064
1470,545.64996
1471,517.1546
1472,547.6663
1473,553.14746
1474,555.01935
1475,545.16376
1476,550.4862
1477,531.9262
1478,553.444
1479,558.13525
1480,556.6343
1481,548.00073
1482,547.7596
1483,551.73706
1484,543.8919
1485,544.24365
1486,553.09125
1487,557.5064
1488,542.8028
1489,557.4632
1490,544.4723
1491,543.9139
1492,553.09125
1493,554.4723
1494,548.4338
1495,538.98584
1496,556.3621
1497,558.13525
1498,543.563
1499,555.5994
1500,549.3973
1501,543.3837
1502,554.51965
1503,545.5689
1504,553.691
1505,557.7812
1506,550.86536
1507,539.09705
1508,553.09125
1509,555.77374
1510,557.50586
1511,550.4814
1512,556.6799
1513,546.57416
1514,540.97705
1515,553.09125
1516,552.4375
1517,548.7161
1518,537.26465
1519,549.5416
1520,555.85443
1521,553.09125
1522,542.9225
1523,544.45496
1524,550.86536
1525,558.0251
1526,547.3354
1527,550.87036
1528,544.61816
1529,546.5999
1530,540.79663
1531,545.84406
1532,558.0251
1533,548.6881
1534,552.7301
1535,548.57764
1536,555.86505
1537,557.10974
1538,555.37134
1539,549.0536
1540,552.3596
1541,552.12085
1542,550.9706
1543,558.13525
1544,549.8976
1545,552.4375
1546,557.44666
1547,549.28815
1548,533.2703
1549,555.53876
1550,550.86536
1551,553.2152
1552,553.51715
1553,550.86505
1554,558.1162
1555,541.46014
1556,535.24976
1557,554.761
1558,548.9965
1559,556.13806
1560,548.7122
1561,542.3512
1562,552.3596
1563,552.3596
1564,553.5793
1565,551.11
1566,544.9982
1567,557.1553
1568,557.10974
1569,557.1602
1570,548.4387
1571,542.51996
1572,557.3531
1573,549.7175
1574,550.86536
1575,538.981
1576,552.3965
1577,553.80646
1578,547.15173
1579,556.6884
1580,551.36487
1581,550.7602
1582,552.1677
1583,557.10974
1584,549.7881
1585,546.13904
1586,546.23035
1587,552.3596
1588,551.2694
1589,557.7022
1590,555.7412
1591,555.9715
1592,548.3785
1593,553.80646
1594,547.5246
1595,550.1071
1596,545.29846
1597,548.50275
1598,547.72095
1599,553.8346
1600,552.738
1601,551.6006
1602,556.3621
1603,558.13525
1604,547.1026
1605,557.31323
1606,552.7164
1607,556.9777
1608,540.9146
1609,534.25574
1610,549.2215
1611,555.5172
1612,536.0022
1613,545.6167
1614,547.69336
1615,551.8212
1616,548.8444
1617,549.5447
1618,537.7235
1619,549.47437
1620,547.9603
1621,555.984
1622,540.2283
1623,528.0087
1624,551.8607
1625,557.9546
1626,546.457
1627,550.0394
1628,553.1271
1629,536.26
1630,549.4789
1631,557.7498
1632,523.54175
1633,551.9298
1634,546.8368
1635,550.3387
1636,558.13525
1637,552.87646
1638,553.1271
1639,544.0049
1640,544.0326
1641,555.8931
1642,541.87695
1643,550.4688
1644,546.8139
1645,552.00934
1646,553.09125
1647,547.8134
1648,552.1546
1649,548.7935
1650,557.4146
1651,556.3621
1652,541.05
1653,541.8044
1654,525.5001
1655,550.39197
1656,552.7883
1657,506.10654
1658,550.82513
1659,546.31995
1660,537.40234
1661,550.2223
1662,549.94806
1663,553.09125
1664,557.705
1665,552.0176
1666,557.4657
1667,553.1118
1668,543.92535
1669,529.5804
1670,544.99097
1671,544.9032
1672,550.79474
1673,552.4375
1674,557.8599
1675,537.62854
1676,557.50586
1677,547.59033
1678,555.77374
1679,553.08856
1680,547.43823
1681,555.7412
1682,558.13525
1683,546.5999
1684,543.5446
1685,557.3531
1686,543.09265
1687,544.8788
1688,552.7151
1689,549.94226
1690,551.32904
1691,546.24524
1692,557.50586
1693,553.616
1694,553.5795
1695,551.8909
1696,544.53503
1697,536.8703
1698,532.9702
1699,548.825
1700,556.0281
1701,553.9717
1702,551.2251
1703,556.2084
1704,552.4375
1705,552.33234
1706,552.34814
1707,552.4375
1708,557.8599
1709,555.3617
1710,551.218
1711,549.13446
1712,555.1727
1713,550.7313
1714,553.09125
1715,530.2795
1716,544.7191
1717,545.2867
1718,552.98193
1719,556.6121
1720,551.09924
1721,548.7935
1722,546.61505
1723,556.8228
1724,553.09125
1725,553.09125
1726,553.09125
1727,554.8737
1728,533.2636
1729,537.6427
1730,555.215
1731,539.5123
1732,557.1393
1733,555.8773
1734,555.9425
1735,552.62695
1736,552.34814
1737,556.13806
1738,538.51465
1739,554.5889
1740,556.01025
1741,538.7312
1742,552.4375
1743,550.4814
1744,547.8807
1745,548.4515
1746,546.33344
1747,551.297
1748,552.83527
1749,540.3065
1750,544.5051
1751,549.36505
1752,557.10974
1753,542.8685
1754,540.7045
1755,546.5999
1756,542.4207
1757,534.71063
1758,549.29877
1759,539.69495
1760,558.0251
1761,547.4937
1762,549.47534
1763,548.7029
1764,553.09125
1765,545.6046
1766,553.80646
1767,540.97705
1768,553.39685
1769,533.8074
1770,552.6963
1771,552.9034
1772,545.5688
1773,552.6992
1774,543.32654
1775,550.15094
1776,547.9984
1777,546.3775
1778,558.13525
1779,545.9841
1780,548.31506
1781,552.1932
1782,555.9435
1783,556.0289
1784,557.0907
1785,547.9578
1786,531.46765
1787,551.5741
1788,551.2758
1789,557.43964
1790,544.0275
1791,549.5612
1792,537.0377
1793,549.1403
1794,555.776
1795,527.1832
1796,553.09125
1797,546.24524
1798,554.6917
1799,536.73773
1800,557.4613
1801,551.50085
1802,550.0708
1803,547.7533
1804,551.8909
1805,551.5811
1806,553.09125
1807,546.14386
1808,548.20074
1809,552.90375
1810,556.0414
1811,557.15186
1812,552.4375
1813,534.0061
1814,547.96277
1815,549.4789
1816,554.897
1817,552.90375
1818,553.09125
1819,557.43964
1820,542.7436
1821,548.7161
1822,558.13525
1823,553.09125
1824,557.7812
1825,551.6234
1826,556.71466
1827,534.85547
1828,553.09125
1829,547.1107
1830,551.4115
1831,544.21765
1832,549.6695
1833,547.15625
1834,552.4375
1835,550.03357
1836,547.9103
1837,545.16156
1838,543.15643
1839,553.0937
1840,554.1457
1841,558.1162
1842,550.6849
1843,544.54016
1844,536.71924
1845,551.7879
1846,552.4375
1847,557.10974
1848,557.43964
1849,547.01074
1850,552.04785
1851,556.0414
1852,541.46216
1853,550.8988
1854,553.53625
1855,551.54156
1856,549.9496
1857,557.6322
1858,549.0391
1859,555.2757
1860,549.4508
1861,557.3531
1862,553.09125
1863,555.801
1864,548.3207
1865,556.18964
1866,552.1546
1867,540.5844
1868,557.0083
1869,557.8151
1870,551.7247
1871,548.86725
1872,556.44006
1873,555.0173
1874,556.7128
1875,533.121
1876,551.654
1877,553.09125
1878,554.0861
1879,548.8028
1880,553.09125
1881,555.34106
1882,550.14764
1883,552.32416
1884,546.88586
1885,552.34814
